id,content,status,wrong_desc,audit_desc,audit_score,anno_time,audi_time,annotator_id,auditor_id,project_id,task_id,confidence,smart_status
310519,"[""69480"", ""外形外观：非常可以"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.980105,,11,4732,39026,0.9995216727256775,151
310551,"[""70771"", ""外观颜值无敌"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:18.991700,,11,4732,39026,0.9996145963668823,151
310573,"[""154635"", ""续航两天一充吧"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.126004,,11,4732,39026,0.999423623085022,151
310590,"[""163914"", ""能用个10天左右"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.349762,,11,4732,39026,0.9991391897201538,151
310599,"[""133124"", ""满电状态下只坚持了6天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.723011,,11,4732,39026,0.9990437030792236,151
310613,"[""6275"", ""一天大概用10%"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:20.077946,,11,4732,39026,0.9996849298477173,151
310644,"[""57857"", ""可以续航个三四天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.558614,,11,4732,39026,0.9996843338012695,151
310665,"[""49952"", ""功能最强大"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:08:50.694105,,11,4732,39026,0.9990266561508179,151
310707,"[""85203"", ""差不多一个星期充一次"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.911741,,11,4732,39026,0.9995285272598267,151
310726,"[""67448"", ""外形外观：不能说很好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.720122,,11,4732,39026,0.9991022348403931,151
310727,"[""114154"", ""操作会有卡顿"", [""系统流畅度""]]",5,,[],1,,2022-04-19 01:09:46.742269,,11,4732,39026,0.9992222785949707,151
310744,"[""146317"", ""真的是太好看了"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.816462,,11,4732,39026,0.9992397427558899,151
310756,"[""6397"", ""一天耗电20%左右"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:46.902803,,11,4732,39026,0.9992086887359619,151
310817,"[""39669"", ""充满电可以续航12天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.049423,,11,4732,39026,0.9995791912078857,151
310818,"[""183164"", ""还有很多功能都很好"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:07:19.062388,,11,4732,39026,0.9994122982025146,151
310852,"[""156801"", ""续航能力：了一天多少了10%"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.400850,,11,4732,39026,0.9995473623275757,151
310915,"[""154547"", ""续航一天没问题"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.646580,,11,4732,39026,0.9994398951530457,151
310919,"[""2115"", ""42mm不大不小刚刚好"", [""机身尺寸""]]",5,,[],1,,2022-04-19 01:08:50.670799,,11,4732,39026,0.9997372627258301,151
310921,"[""159726"", ""续航能力：能用最少10天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.706077,,11,4732,39026,0.999334454536438,151
310954,"[""39754"", ""充用待机时间有二十多天将近一个月"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.865700,,11,4732,39026,0.9996293783187866,151
310962,"[""76265"", ""宝贝很好很精致"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.899807,,11,4732,39026,0.9996323585510254,151
311008,"[""48686"", ""功 能很丰富"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:09:46.881391,,11,4732,39026,0.9991834163665771,151
311054,"[""68529"", ""外形外观：惊艳外观"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:18.966317,,11,4732,39026,0.9993608593940735,151
311098,"[""184249"", ""还蛮好看的"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:19.262016,,11,4732,39026,0.9993970394134521,151
311105,"[""64201"", ""四天还有五十五的电量"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.375665,,11,4732,39026,0.999607503414154,151
311114,"[""112564"", ""挺轻巧的一只表"", [""机身重量""]]",5,,[],1,,2022-04-19 01:07:20.015152,,11,4732,39026,0.9990615844726562,151
311127,"[""69562"", ""外形外观：首先是颜值是可以的"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:20.090369,,11,4732,39026,0.9993892312049866,151
311149,"[""163072"", ""耗电大概百分之14"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.526241,,11,4732,39026,0.9996718168258667,151
311208,"[""161830"", ""而且功能也特别喜欢"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:08:50.831924,,11,4732,39026,0.999422550201416,151
311232,"[""177313"", ""超好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.696102,,11,4732,39026,0.9994074106216431,151
311254,"[""69894"", ""外观也挺不错的"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.796109,,11,4732,39026,0.9992695450782776,151
311256,"[""145492"", ""看起来蛮有质感的"", [""机身材质""]]",5,,[],1,,2022-04-19 01:09:46.826815,,11,4732,39026,0.9989947080612183,151
311276,"[""156341"", ""续航能力：一天一冲少不了"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:46.935176,,11,4732,39026,0.9997538328170776,151
311291,"[""198300"", ""颜值尚可"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.990256,,11,4732,39026,0.999291718006134,151
311343,"[""168432"", ""蓄电确实能用到两个星期"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.175412,,11,4732,39026,0.9993544220924377,151
311452,"[""2487"", ""4天左右一充"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.751867,,11,4732,39026,0.9996767044067383,151
311487,"[""67951"", ""外形外观：外观很精致"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.685683,,11,4732,39026,0.9994171857833862,151
311503,"[""59582"", ""各项功能都很好用"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:09:46.775705,,11,4732,39026,0.999346137046814,151
311613,"[""154853"", ""续航可以两天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.312949,,11,4732,39026,0.999783456325531,151
311628,"[""69888"", ""外观也很漂亮精致"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:20.040686,,11,4732,39026,0.9996401071548462,151
311651,"[""161831"", ""而且功能也都挺不错的"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:08:50.447705,,11,4732,39026,0.9993526935577393,151
311757,"[""67300"", ""外形外观:比上一代漂亮"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.753136,,11,4732,39026,0.9992863535881042,151
311834,"[""158186"", ""续航能力：持久续航一次充电10天可以"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.014460,,11,4732,39026,0.9991214275360107,151
311843,"[""39489"", ""充一次电大概用4天左右"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.088517,,11,4732,39026,0.999740719795227,151
311908,"[""68045"", ""外形外观：外观看着个人感觉还可以"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.458653,,11,4732,39026,0.9992072582244873,151
311910,"[""70778"", ""外观颜值都还不错"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.480437,,11,4732,39026,0.9998072385787964,151
311914,"[""41099"", ""六天的续航时间还是有的"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.503446,,11,4732,39026,0.9997267127037048,151
311926,"[""47955"", ""到手发现质感也很棒"", [""机身材质""]]",5,,[],1,,2022-04-19 01:08:50.580349,,11,4732,39026,0.9995331168174744,151
311998,"[""164718"", ""自带的功能足够好"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:09:46.664263,,11,4732,39026,0.9995965957641602,151
312182,"[""68737"", ""外形外观：是我最喜欢的手表没有之一"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.591238,,11,4732,39026,0.999382495880127,151
312196,"[""59272"", ""各种功能准确"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:08:50.658420,,11,4732,39026,0.9996864199638367,151
312287,"[""117505"", ""方形的感觉特别好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.870241,,11,4732,39026,0.9990255832672119,151
312327,"[""39476"", ""充一次电可以用很久的"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:18.947385,,11,4732,39026,0.9995390176773071,151
312372,"[""160247"", ""续航非常厉害"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.225573,,11,4732,39026,0.9990689754486084,151
312408,"[""6486"", ""一如既往的好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:20.102500,,11,4732,39026,0.9992461204528809,151
312464,"[""91862"", ""待机时间略短了点"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.740682,,11,4732,39026,0.999458372592926,151
312536,"[""69171"", ""外形外观：肯定好看才买的呀"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.837159,,11,4732,39026,0.999078631401062,151
312624,"[""97662"", ""总体重量比较轻"", [""机身重量""]]",5,,[],1,,2022-04-19 01:07:19.187861,,11,4732,39026,0.9993823170661926,151
312673,"[""122468"", ""有20天的续航"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.414840,,11,4732,39026,0.9992107152938843,151
312747,"[""198519"", ""颜值高了很多"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.876818,,11,4732,39026,0.9994798898696899,151
312761,"[""67997"", ""外形外观：外观是我特别喜欢的"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.923257,,11,4732,39026,0.9994502067565918,151
312781,"[""141643"", ""电量掉的非常快"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:46.764537,,11,4732,39026,0.9992968440055847,151
312815,"[""154641"", ""续航两天多吧"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:46.946843,,11,4732,39026,0.999482274055481,151
312817,"[""44185"", ""其实各种功能都一样"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:09:46.969409,,11,4732,39026,0.9992434978485107,151
312863,"[""59405"", ""各种方面功能都很齐全"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:07:19.025884,,11,4732,39026,0.9992163181304932,151
312922,"[""70144"", ""外观很不错    质量也很好"", [""产品设计整体感知""]]",5,,"[""\u4ea7\u54c1\u6574\u4f53\u4f53\u9a8c"", ""\u4ea7\u54c1\u8bbe\u8ba1\u6574\u4f53\u611f\u77e5""]",0,,2022-04-19 01:08:50.380640,,11,4732,39026,0.9993027448654175,152
312944,"[""73903"", ""好看 用起来也很方便"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.547542,,11,4732,39026,0.9993127584457397,151
312968,"[""154851"", ""续航可以2天多"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.682606,,11,4732,39026,0.999744713306427,151
312994,"[""198486"", ""颜值非常a高"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:08:50.808066,,11,4732,39026,0.9993849992752075,151
313063,"[""70772"", ""外观颜值真不错"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:09:46.913426,,11,4732,39026,0.999769926071167,151
313086,"[""47769"", ""到了两天还可以  耗电太快了有点"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:47.000400,,11,4732,39026,0.9996722340583801,151
313149,"[""67843"", ""外形外观：外观上很喜欢"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:19.325314,,11,4732,39026,0.9993579983711243,151
313376,"[""30569"", ""优点是颜值高"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:19.037286,,11,4732,39026,0.9997895359992981,151
313405,"[""93350"", ""很好看很喜欢"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:07:19.337425,,11,4732,39026,0.9994113445281982,151
313407,"[""155682"", ""续航能力两天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:07:19.362047,,11,4732,39026,0.9995304346084595,151
313441,"[""124183"", ""有非常多的实用功能"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:08:50.425770,,11,4732,39026,0.9991705417633057,151
313454,"[""154501"", ""续航5天左右吧"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.536819,,11,4732,39026,0.9992418885231018,151
313501,"[""157272"", ""续航能力：十二天续航很强"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.763467,,11,4732,39026,0.9993511438369751,151
313512,"[""6817"", ""一晚上掉电20也还可以了"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:08:50.843628,,11,4732,39026,0.9990642666816711,151
313552,"[""2495"", ""4天还剩70多的电量"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:09:46.785848,,11,4732,39026,0.9997913241386414,151
313558,"[""2112"", ""42MM的显得小巧些"", [""机身尺寸""]]",5,,[],1,,2022-04-19 01:09:46.806197,,11,4732,39026,0.9993972778320312,151
313590,"[""128367"", ""比color经典轻多了"", [""机身重量""]]",5,,[],1,,2022-04-19 01:58:12.506537,,11,4732,39026,0.9991670846939087,151
313626,"[""98877"", ""感觉功能很不错"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:54:56.776674,,11,4732,39026,0.9991413950920105,151
313687,"[""1954"", ""3天用掉40%的电"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.419818,,11,4732,39026,0.9997034072875977,151
313738,"[""155954"", ""续航能力至少5天"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.848807,,11,4732,39026,0.9991316199302673,151
313778,"[""188671"", ""这款手表整体颜值很高"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:57:24.883711,,11,4732,39026,0.9990209341049194,151
313802,"[""70909"", ""多功能超实用"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:57:25.076253,,11,4732,39026,0.9996638298034668,151
313813,"[""53221"", ""即使是不锈钢材质也不会感觉到什么坠手"", [""机身材质""]]",5,,[],1,,2022-04-19 01:57:25.124926,,11,4732,39026,0.9995306730270386,151
313832,"[""178274"", ""跟我旧表比外观也更好看了"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:57:25.250398,,11,4732,39026,0.9990742802619934,151
313849,"[""155084"", ""续航感觉不是太久  其他还可以"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:58:12.550753,,11,4732,39026,0.9996311068534851,151
313853,"[""104268"", ""戴在手上手感还不错"", [""机身材质""]]",5,,[],1,,2022-04-19 01:58:12.614847,,11,4732,39026,0.9990170001983643,151
313893,"[""141787"", ""电量还有50%左右"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:54:56.863464,,11,4732,39026,0.9994528293609619,151
313957,"[""170641"", ""表很轻"", [""机身重量""]]",5,,[],1,,2022-04-19 01:56:36.605212,,11,4732,39026,0.9993114471435547,151
313980,"[""69959"", ""外观十分惊喜"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:56:36.767422,,11,4732,39026,0.9996986389160156,151
313985,"[""198334"", ""颜值很高很好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:56:36.797358,,11,4732,39026,0.9995959401130676,151
314077,"[""39520"", ""充一次电能用一周"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:57:25.205081,,11,4732,39026,0.9991910457611084,151
314101,"[""59541"", ""各项功能十分准确"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:58:12.470099,,11,4732,39026,0.9995702505111694,151
314102,"[""198343"", ""颜值很高的样子"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:58:12.517331,,11,4732,39026,0.9994996786117554,151
314116,"[""198333"", ""颜值很高很不错"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:54:56.653309,,11,4732,39026,0.9995402693748474,151
314152,"[""49409"", ""功能多实用"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:54:56.894989,,11,4732,39026,0.9990391731262207,151
314158,"[""83002"", ""就是续航4天左右"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:54:56.950542,,11,4732,39026,0.9993783235549927,151
314168,"[""67995"", ""外形外观：外观是我喜欢的款式"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:54:57.019816,,11,4732,39026,0.9994584918022156,151
314220,"[""141701"", ""电量用了百分之十五了"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.648388,,11,4732,39026,0.9994246959686279,151
314238,"[""14246"", ""不锈钢质感不错"", [""机身材质""]]",5,,[],1,,2022-04-19 01:56:36.787235,,11,4732,39026,0.9996384978294373,151
314245,"[""160134"", ""续航超一周"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.817547,,11,4732,39026,0.9995976686477661,151
314258,"[""94284"", ""很费电需要天天冲的"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.923294,,11,4732,39026,0.9992197751998901,151
314275,"[""198227"", ""颜值也高正在使用中"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:57:24.769922,,11,4732,39026,0.9994661211967468,151
314298,"[""94088"", ""很漂亮美观"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:57:24.921696,,11,4732,39026,0.9994775056838989,151
314362,"[""88137"", ""带着有点重"", [""机身重量""]]",5,,[],1,,2022-04-19 01:58:12.573331,,11,4732,39026,0.9994295835494995,151
314388,"[""69741"", ""外环大气时尚"", [""机身设计风格""]]",5,,[],1,,2022-04-19 01:54:56.765158,,11,4732,39026,0.9989988803863525,151
314398,"[""14239"", ""不锈钢表壳还是很不错的"", [""机身材质""]]",5,,[],1,,2022-04-19 01:54:56.831743,,11,4732,39026,0.99949711561203,151
314456,"[""87350"", ""带上去很有档次"", [""机身设计风格""]]",5,,[],1,,2022-04-19 01:56:36.433326,,11,4732,39026,0.9990406036376953,151
314491,"[""138611"", ""用了3天了到现在还有39％的电量"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:56:36.747735,,11,4732,39026,0.9996858239173889,151
314499,"[""68663"", ""外形外观：整体很好"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:56:36.807435,,11,4732,39026,0.9993023872375488,151
314506,"[""96441"", ""怎么看都特别好看呢"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:56:36.859038,,11,4732,39026,0.9993304014205933,151
314586,"[""59289"", ""各种功能比较均衡"", [""产品整体体验""]]",5,,[],1,,2022-04-19 01:57:25.171514,,11,4732,39026,0.9991269111633301,151
314658,"[""185490"", ""这个好看"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:54:56.842319,,11,4732,39026,0.9991124868392944,151
314673,"[""160230"", ""续航都超预期"", [""续航整体感知""]]",5,,[],1,,2022-04-19 01:54:56.986559,,11,4732,39026,0.9990044832229614,151
314702,"[""68645"", ""外形外观：挺美观的不错"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:54:57.083877,,11,4732,39026,0.9996832013130188,151
314713,"[""33750"", ""但是颜值是真的棒"", [""产品设计整体感知""]]",5,,[],1,,2022-04-19 01:56:36.456452,,11,4732,39026,0.9997042417526245,151
